id,url,name,type,language,genres,status,runtime,averageRuntime,premiered,ended,officialSite,schedule_time,schedule_days,rating,weight,summary,webChannel_name,webChannel_site,dvd_country,externals_tvrage,externals_thetvdb,externals_imdb,updated
71524,https://www.tvmaze.com/shows/71524/jolvanezigy,JÓLVANEZÍGY,Variety,Hungarian,,Running,,46.0,2022-11-02,,https://www.youtube.com/@jolvanez/featured,,"['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday']",,8,,YouTube,https://www.youtube.com,,,,,1739013795
59416,https://www.tvmaze.com/shows/59416/death-and-other-details,Death and Other Details,Scripted,English,"['Drama', 'Crime', 'Mystery']",Ended,,45.0,2024-01-16,2024-03-05,https://www.hulu.com/series/death-and-other-details-1493a676-9e14-4e6a-ace8-914b39269f56,,['Tuesday'],5.4,95,"<p>Set amidst the glamor of the global elite, <b>Death and Other Details</b> centers on the brilliant and restless Imogene Scott, who finds herself in the wrong place/wrong time (okay, it was kinda her fault) and becomes the prime suspect in a locked room murder mystery. The setting? A lavishly restored Mediterranean ocean liner. Suspects? Every pampered guest and every exhausted crew member. The problem? To prove her innocence, she must partner with a man she despises - Rufus Cotesworth, the world's greatest detective. </p>",Hulu,https://www.hulu.com/,,,410100.0,tt15439048,1720108810
61853,https://www.tvmaze.com/shows/61853/drag-race-belgique,Drag Race Belgique,Reality,French,,To Be Determined,,66.0,2023-01-25,,https://auvio.rtbf.be/emission/drag-race-belgique-24017,20:00,['Thursday'],,49,"<p>After a dazzling first season, the biggest Drag Queen competition returns to brighten up all this greyness.</p><p>As mistress of ceremonies, we find Rita Baga who will present for the second year in a row the second season of <b>Drag Race Belgique</b>. At her side, an exceptional duo to find THE best Belgian Drag Queen: the singer Lio and the singer Mustii.</p><p>Who better than this trio to guide our Queens towards the coveted Drag Race Belgique Superstar crown? </p><p>The 9 Queens will have to stand out through small and big challenges, lip-syncs and other parades of all kinds and redouble their talent and creativity in the fields of fashion, humour, theatre and song...</p>",RTBF Auvio,https://auvio.rtbf.be/,,,419549.0,tt26453283,1721951997
74055,https://www.tvmaze.com/shows/74055/tao-hua-yuan-guai-tan,Tao Hua Yuan Guai Tan,Scripted,Chinese,"['Drama', 'Horror', 'Mystery']",Ended,,10.0,2024-01-17,2024-01-23,https://v.qq.com/x/cover/mzc00200rpvn6sy.html,12:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']",,7,,Tencent QQ,https://v.qq.com/,,,444558.0,,1706157851
74429,https://www.tvmaze.com/shows/74429/not-a-murder-story,Not a Murder Story,Scripted,Chinese,"['Crime', 'Thriller', 'Mystery']",Ended,,50.0,2024-01-17,2024-02-07,,18:00,['Wednesday'],,8,"<p>Dong, an aspiring actor, awakens beside a lifeless woman, Meng, on the verge of a career-changing opportunity. Determined to clear his path to stardom, he orchestrates the scene to look like a failed robbery but unknowingly leaves behind traces. As the police investigate, they uncover the hidden secrets of all the apartment's residents.</p><p><br /> </p>",CATCHPLAY+,https://corporate.catchplay.com/,,,444684.0,tt23472304,1707311894
72133,https://www.tvmaze.com/shows/72133/achter-de-schermen,Achter De Schermen,Talk Show,Dutch,,Running,,54.0,2023-03-15,,https://goplay.be/achter-de-schermen,,['Wednesday'],,39,"<p>Assisted by a nice group of well-known Flemish people, Pieterjan and Jeff discuss every week what is going on behind the scenes of the Flemish media landscape.</p>",GoPlay,,,,,,1738515085
10821,https://www.tvmaze.com/shows/10821/razbor-poletov,Разбор полётов,Game Show,Russian,,Running,,69.0,2014-01-16,,http://stopgame.ru/razbor/new,,,,24,,YouTube,https://www.youtube.com,,,,,1738427489
62547,https://www.tvmaze.com/shows/62547/ww2-spies-ties,WW2: Spies & Ties,Documentary,English,"['War', 'History']",Ended,,21.0,2021-03-17,2024-08-21,,,,,5,"<p><b>Spies &amp; Ties</b> is a sub-series of ""World War Two: Week by Week"" focusing on espionage during World War II.</p>",YouTube,https://www.youtube.com,,,,,1724382963
62584,https://www.tvmaze.com/shows/62584/siempre-fui-yo,Siempre Fui Yo,Scripted,Spanish,"['Drama', 'Music', 'Mystery']",Running,,41.0,2022-06-15,,https://www.disneyplus.com/series/siempre-fui-yo/3oZpVKwToIwK,,,,38,"<p>When Lupe is 22 years old, her life suddenly changes after she learns that her father, a famous Colombian singer-songwriter, has died. Upon arriving in Colombia, Lupe meets Noah, a mysterious character who turns out to be her father's assistant. Instead of returning to Mexico, Lupe decides to stay as she suspects that the musician's death was not an accident. Together with Noah, she will embark on a musical adventure full of danger, mystery and romance, in the Caribbean region of Colombia.</p>",Disney+,https://www.disneyplus.com/,,,419312.0,tt14584108,1705545854
63093,https://www.tvmaze.com/shows/63093/talk-ville,Talk Ville,Talk Show,English,,Running,,61.0,2022-07-13,,https://www.talkvillepodcast.com/,,['Wednesday'],,57,"<p>It was only a matter of time - Join costars Tom Welling (Clark Kent) and Michael Rosenbaum (Lex Luthor) as they dissect a new episode every week from one of the greatest shows of all time, Smallville.</p>",YouTube,https://www.youtube.com,,,,tt21046374,1738784511
71441,https://www.tvmaze.com/shows/71441/idiot-sandwich,Idiot Sandwich,Reality,English,['Food'],To Be Determined,,12.0,2024-01-17,,https://www.youtube.com/GordonRamsay,,['Wednesday'],,23,<p><b>Idiot Sandwich </b>is a sandwich-making competition that will carry a cash prize and anoint someone with the title of Gordon Ramsay's Idiot Sandwich.</p>,YouTube,https://www.youtube.com,,,,,1712879959
73612,https://www.tvmaze.com/shows/73612/a-shop-for-killers,A Shop for Killers,Scripted,Korean,"['Drama', 'Action', 'Mystery']",Ended,,56.0,2024-01-17,2024-02-07,https://www.disneyplus.com/series/a-shop-for-killers/6pcuvK0SUuHI,,['Wednesday'],7.2,47,"<p>Set in modern-day Korea, <b>A Shop For Killers</b> sees college student Jung Ji Ahn diving for cover in her childhood home after a series of highly skilled assassins get her in their sights. Desperately fighting to survive, Ji Ahn will begin to remember invaluable lessons her uncle taught her before his apparent suicide, drawing on them to help her stay alive. Confused and cornered, Ji Ahn will have to work fast to uncover her uncle's hidden past and figure out why so many people are desperate to gain access to the house and the extensive arsenal hidden inside.</p>",Disney+,https://www.disneyplus.com/,,,426952.0,tt26450613,1711900601
73654,https://www.tvmaze.com/shows/73654/ponto-final,Ponto Final,Scripted,Portuguese,['Comedy'],To Be Determined,,23.0,2024-01-17,,https://www.netflix.com/fr/title/81639098,,,,23,"<p>Ivan, a clandestine van driver, navigates the end of his marriage and daily challenges with humor in this quirky comedy series featuring a live audience.</p>",Netflix,https://www.netflix.com/,,,443699.0,tt30476509,1705545680
73764,https://www.tvmaze.com/shows/73764/american-nightmare,American Nightmare,Documentary,English,['Crime'],Ended,,45.0,2024-01-17,2024-01-17,https://www.netflix.com/title/81620852,,,7.5,47,"<p>After a harrowing home invasion and kidnapping in 2015, a couple is accused of staging the ordeal when the woman reappears in this true-crime docuseries.</p>",Netflix,https://www.netflix.com/,,,435726.0,tt22797582,1706393632
74045,https://www.tvmaze.com/shows/74045/sword-and-fairy-4,Sword and Fairy 4,Scripted,Chinese,"['Drama', 'Fantasy', 'Romance']",Ended,,45.0,2024-01-17,2024-02-01,https://www.iq.com/album/sword-and-fairy-4-2024-13ndvpx4xm1?lang=en_us,,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']",,8,"<p>19 years ago, Qionghua Sect used the double swords of Wangshu and Xihe to trap the demon realm and seize spiritual power, triggering a war between humans and demons, with heavy casualties on both sides. Due to their disagreement with Qionghua Sect's cultivation philosophy, the disciples of Qionghua Sect Yun Tianqing (played by Baron Chen) and Su Yu left Qionghua and went to Qingluan Peak, where they gave birth to their son Yun Tianhe (played by Chen Zheyuan). Not long after, Su Yu passed away. The young Yun Tianhe is not aware of his parents' past, and his father Yun Tianqing also passes away due to illness, leaving him to grow up alone on the mountain. Yun Tianhe runs into Han Lingsha (played by Ju Jingyi), a young lady who breaks into his parents' tomb, and they go down the mountain together to search for his parents' past. In the midst of their journey, they get acquainted with another lady Liu Mengli (played by Mao Xiaohui). In order to understand his father's past, Yun Tianhe, along with Han Lingsha and Liu Mengli, become disciples of the Kunxu Qionghua Sect. Qionghua Sect assigns Murong Ziying (played by Mao Zijun), who is similar in age, to mentor them, and the four become companions. As his background is gradually revealed, the four of them, who have originally sympathized with each other, are plunged into deep pain and confusion. In the end, Yun Tianhe joins hands with his close friends and embarks on the path of saving the world by resisting his fate.</p>",iQIYI,https://www.iq.com/,,,442306.0,,1706797142
77579,https://www.tvmaze.com/shows/77579/yun-zhongju-san-zi,Yun Zhongju San Zi,Animation,Chinese,"['Action', 'Fantasy']",Ended,,,2024-01-17,2024-05-29,http://www.iqiyi.com/a_19rrhlutqd.html,,['Wednesday'],,1,,iQIYI,https://www.iq.com/,,,,,1717573174
78175,https://www.tvmaze.com/shows/78175/minnies-bow-toons-camp-minnie,Minnie's Bow-Toons: Camp Minnie,Animation,English,,Running,,5.0,2023-06-21,,https://www.disneyplus.com/en-gb/browse/entity-d9f71445-9420-4d52-a52b-af9e3e127685,,,,7,"<p>Minnie and Daisy have adventures in the great outdoors as they open their latest enterprise, Camp Minnie! They have lots of fun under the sun at this cool new campground in the woods: horseback riding, water sports, sing-alongs, s'mores by the campfire and even a wilderness fashion show. With Clarabelle as Activities Director, Cuckoo-Loca there to lend a wing, and surprise visits from woodland creatures, hijinks abound. Along the way they're joined by old friends and new, because s'more the merrier! </p>",Disney+,https://www.disneyplus.com/,,,,,1727117475
69668,https://www.tvmaze.com/shows/69668/bolsoe-sou,Большое шоу,Game Show,Russian,,Running,,31.0,2023-02-15,,https://vk.com/azamatmusagaliev,12:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']",,23,"<p>This is Azamat Musagaliyev's Big Show! Ten famous people are competing for a cash prize. The task is simple - DO NOT LAUGH! Who fails - out of the game. The last one, gets everything.</p>",VK Видео,https://vkvideo.ru/,,,,,1735817861
70428,https://www.tvmaze.com/shows/70428/zolotoe-dno,Золотое дно,Scripted,,['Drama'],Running,,54.0,2024-01-18,,,,,,8,,Иви,https://www.ivi.ru/,,,,,1737312446
70444,https://www.tvmaze.com/shows/70444/prelest,Прелесть,Scripted,Russian,,Ended,,,2024-01-18,2024-02-15,https://premier.one/show/prelest,,,,13,"<p>A young car thief named Gypsy cannot forget his father's death. He wants to take revenge on the perpetrators, but does not know who they are, because 20 years have passed since the death. One day, Leonid Maksimovich, the former director of the local plant, appears in the city. This meeting becomes fateful for both.</p>",Premier,https://premier.one/,,,,,1708035790
72811,https://www.tvmaze.com/shows/72811/smesariki-snimaut-kino,Смешарики снимают кино,Animation,Russian,,Running,,12.0,2023-10-12,,https://hd.kinopoisk.ru/film/3b5992f98af84054bfc3d31808060b85,,['Tuesday'],,13,"<p>Smeshariki are making a movie! The program includes action and comedy, science fiction and fantasy, musical and even silent movies. As well as elves, fairies, ancient prophecies, world evil, Pin Bond and robot droids.</p>",КиноПоиск,https://hd.kinopoisk.ru/,,,443449.0,tt27881480,1736332012
73589,https://www.tvmaze.com/shows/73589/klipot,Клипот,Scripted,,['Drama'],Ended,,53.0,2024-01-18,2024-01-18,,,,,3,,Premier,https://premier.one/,,,,,1711820057
72759,https://www.tvmaze.com/shows/72759/prosper,Prosper,Scripted,English,['Drama'],To Be Determined,,46.0,2024-01-18,,https://www.stan.com.au/watch/prosper,,,6.8,90,"<p>Set in the inner sanctum of an evangelical megachurch run by the wealthy Quinn family, when their charismatic founder announces a US expansion, the collision between faith and ambition threatens to tear his family and church apart.</p>",Stan,https://www.stan.com.au/,,,443669.0,tt22353310,1705677762
73972,https://www.tvmaze.com/shows/73972/the-divine-healer,The Divine Healer,Scripted,Chinese,"['Drama', 'Fantasy', 'Romance']",Ended,,15.0,2024-01-18,2024-01-26,https://v.youku.com/v_show/id_XNjI0NDkyOTYwNA==.html,10:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']",,11,"<p>Xiao Lan, the herbs elf in Herb Village, unexpectedly saved the medical officer A Jiu, who could break through the ""boundary"" of Herb Village. Little did she know that A Jiu, in addition to being the revered ""Divine Healer Jiu"", had a hidden identity - the commander of the Shangqing Bureau tasked with capturing herb elf, Jiu Ming. Xiao Lan and A Jiu, through a twist of fate, formed a special bond where they share lifes and wounds, leading to a cat-and-mouse game and unveiling the intertwined destinies of their past and present lives.</p>",Youku,,,,443573.0,,1706383405
76033,https://www.tvmaze.com/shows/76033/brave-the-darkness-the-breakthrough-girl,Brave The Darkness: The Breakthrough Girl,Animation,,"['Comedy', 'Adventure', 'Fantasy']",Ended,,,2024-01-18,2024-03-28,https://www.bilibili.com/bangumi/media/md21181591,,['Thursday'],,0,,Bilibili,,,,,,1712824542
72741,https://www.tvmaze.com/shows/72741/olivia-attwood-the-price-of-perfection,Olivia Attwood: The Price of Perfection,Reality,English,,Running,,46.0,2024-01-18,,https://www.itv.com/watch/olivia-attwood-the-price-of-perfection/10a2910/,,,,40,"<p>Olivia will investigate the high-risk nature of going under the knife and the jeopardy that comes with any procedure, as well as the eye-watering amount of money some are willing to spend on their dream appearance.</p><p>Olivia asks beyond the price tag what are the potential human costs of surgery and gets up close and personal with cosmetic surgery's winners and losers.</p>",ITVX,https://www.itvx.com/,,,,tt21875810,1734026437
71163,https://www.tvmaze.com/shows/71163/sword-and-fairy,Sword and Fairy,Scripted,Chinese,"['Drama', 'Romance']",Ended,,45.0,2024-01-18,2024-02-05,https://v.qq.com/x/cover/mzc00200xzhxfhv.html,18:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']",,18,"<p>Yue Jinzhao and Yue Qi lived together in Wuyan Village for three years. With an amazing ""resonant"" relationship, they knew nothing about each other's origins. They worked together to venture outside, wishing to get the old memories back. They were involved in mysterious events such as the rebellion of Qihun Holy Sect and the Blood Sacrifice of Luojiabao, and in the process of fighting against the Holy Sect, Yue Qi suddenly regained her sealed memories and emotions... Later on, they met Luo Maiming and Luo Zhaoyan of Luojiabao, the millennial wolf demon Xian Qing, Gu Hanjiang, Ming Xiu, Ju Shifang and many others, and gradually found out their own identities. Among the major forces, including Zhengwu Alliance, Qihun Holy Sect, Heng-Tao Sect and Yu Demon Clan, which one is the real mastermind? Plots after plots, they were even willing to sacrifice themselves and change their destinies to reunite.</p>",Tencent QQ,https://v.qq.com/,,,425012.0,,1707134002
74081,https://www.tvmaze.com/shows/74081/uto,Utö,Scripted,Finnish,['Drama'],To Be Determined,,45.0,2024-01-18,,https://www.ruutu.fi/series/4443049,,['Thursday'],,7,"<p>An idyllic island in the Finnish Archipelago is suddenly cut off from outside world, as a mysterious force takes over. Without food, electricity or safety, the islanders are faced with their deepest fears. What will you do to survive?</p>",Ruutu,,,,443995.0,tt30790857,1709589094
75869,https://www.tvmaze.com/shows/75869/galgos,Galgos,Scripted,Spanish,['Drama'],To Be Determined,,51.0,2024-01-18,,https://galgos.movistarplus.es/,,['Thursday'],,13,"<p>In the Somarriba family everything seems to be going well, but it only seems that way. The Galgo Group, the family business that has seen three generations grow, is going through its worst moment and everyone around it is looking to take advantage. The crisis in the sector, the imminent arrival of the sugar law and the lack of leadership of Emilio, president of Galgo since his father died, are shaking the company's future. So Gonzalo Díaz, after years of working alongside Emilio, sets out to implement his own plans for the company. The one neither of them counted on was Carmina, Gonzalo's wife and also heir to the group as Emilio's sister. In a turn of events, Carmina makes a unilateral decision and unleashes a family and business earthquake that will also affect her children Blanca, Guzmán, Jimena and Julián. Interests and power struggles separate them and Carmina will have to choose between saving the company or saving her family.</p>",Movistar+,https://ver.movistarplus.es/,,,440509.0,tt23557990,1712238135
35280,https://www.tvmaze.com/shows/35280/skam-italia,Skam Italia,Scripted,Italian,"['Drama', 'Comedy', 'Romance']",Running,,25.0,2018-03-29,,http://skamitalia.timvision.it,,['Thursday'],7.8,75,"<p><b>Skam Italia</b> is an Italian version of the Norwegian teen drama web series <i>Skam, </i>which follows everyday life of group of the teenagers.</p>",Netflix,https://www.netflix.com/,,,,,1706040645
44671,https://www.tvmaze.com/shows/44671/kongen-befaler,Kongen Befaler,Game Show,Norwegian,['Comedy'],Running,,43.0,2019-10-17,,https://play.max.com/show/dc037c49-d2e5-428e-ac9d-2e390d38622b,,['Thursday'],7.8,92,"<p>Atle Antonsen takes on the role as the almighty king, with Olli Wermskog as his right hand assistant. In each program he gives absurd and practical assignments and challenges to five comedians, which they will have to solve in the most creative and effective way possible. Dirty tricks and bribes are allowed, and when all is said and done - and all dignity is gone - it's up to Atle Antonsen to decide who is this week's winner.</p>",Max,https://www.max.com/,,,371105.0,tt13218362,1738874987
56899,https://www.tvmaze.com/shows/56899/drag-den,Drag Den,Reality,Tagalog,,Running,,55.0,2022-12-08,,https://www.primevideo.com/region/fe/detail/0KTD2OLSTW0IHTNOCJQIWQ53AF/,,['Thursday'],,38,"<p>The old den has been raided! But, a new one opens! <b>Drag Den</b> PH returns with a vengeance - new game, new rules. Drag lord Manila Luzon takes in ten local queens to showcase their beauty, wit and talent capped with an all-new and still chaotic lip sync showdown in Dragdagulan. Expect fiercer competition as a new panel of judges set the expectations high to look for the next Drag Supreme.</p>",Prime Video,https://www.primevideo.com,,,427355.0,tt24176254,1724021794
70093,https://www.tvmaze.com/shows/70093/campamento-desventura,Campamento Desventura,Scripted,English,,Running,,27.0,2023-06-15,,,,,,17,"<p>Disventure Camp is a comedy animated series that satirizes the characteristics typically found in reality shows and survival programs. The series is a non-canonical spin-off of the Total Drama franchise, created by fans from Odd Nation Cartoons.</p>",YouTube,https://www.youtube.com,,,433384.0,tt27073388,1738347884
73582,https://www.tvmaze.com/shows/73582/on-the-roam,On the Roam,Documentary,English,"['Adventure', 'Travel', 'DIY']",Running,,43.0,2024-01-18,,https://play.max.com/show/4ca6831c-f62b-4310-a322-d347553a1995,,,,45,"<p><b>On the Roam </b>follows Jason Momoa as he travels the country chasing art, adventure, and friendship through the lens of craftsmanship. </p>",Max,https://www.max.com/,,,404096.0,tt14675396,1737664996
73599,https://www.tvmaze.com/shows/73599/kubra,Kübra,Scripted,Turkish,['Drama'],Running,,43.0,2024-01-18,,https://www.netflix.com/Title/81681294,,,,43,"<p>When a suburban man receives messages that seem to predict the future, he develops a following — and powerful enemies.</p>",Netflix,https://www.netflix.com/,,,433108.0,tt26760483,1718366301
74074,https://www.tvmaze.com/shows/74074/no-activity-niente-da-segnalare,No Activity: Niente da Segnalare,Scripted,Italian,['Comedy'],Ended,,30.0,2024-01-18,2024-01-18,https://www.primevideo.com/detail/0OO60I4EWE3NHPRREF4K5OXRBQ/,,,,23,"<p>Two gangsters in the midst of a heist, two policemen on surveillance ready to set off the bust, two dispatch operators ready to send backup. But the wait goes on and on and everyone has to find a way to kill time. Meanwhile - No Activity.</p>",Prime Video,https://www.primevideo.com,,,443857.0,tt26912927,1706120510
73785,https://www.tvmaze.com/shows/73785/lakay-nou,Lakay Nou,Scripted,French,['Comedy'],Running,,22.0,2024-01-18,,https://ici.tou.tv/lakay-nou,,,,36,"<p>The story of a couple caught between two generations: their children, born in Quebec, and their traditional Haitian parents. At the dawn of their 40s, Myrlande and Henri dare to chart their own course.</p>",ICI Tou.tv,,,,444224.0,tt30786033,1739026206
48776,https://www.tvmaze.com/shows/48776/double-cross,Double Cross,Scripted,English,"['Drama', 'Crime', 'Thriller']",Ended,,36.0,2020-05-21,2024-02-22,https://allblk.tv/doublecross/,,['Thursday'],5.0,47,"<p><b>Double Cross</b> follows Erica and Eric Cross two siblings on a quest to save the women in their neighborhood from a sex trafficking ring that's taken over Dr. Erica's hospital emergency room and shaken up the streets ran by ""The Heights"" Kingpin, Eric. Haunted by their past, the twins set down a path of their unique brand of vigilante justice.</p>",ALLBLK,https://allblk.tv/,,,383952.0,tt11784676,1737651119
74107,https://www.tvmaze.com/shows/74107/morning-mika,Morning Mika,News,,,Running,,26.0,2024-01-18,,https://www.peacocktv.com/watch-online/tv/morning-mika/5217790243111016112,,['Thursday'],,11,"<p>Four women, each with their own political insights, discuss the week's biggest stories.</p>",Peacock,https://www.peacocktv.com/,,,,,1721759251
82453,https://www.tvmaze.com/shows/82453/takedown-with-chris-hansen,Takedown with Chris Hansen,Reality,English,,Running,,32.0,2022-11-24,,https://www.watchtrublu.com/takedown-with-chris-hansen,,['Thursday'],,49,"<p>Over the past two decades, Chris Hansen's investigations have led to hundreds of would-be sex criminals being stopped in their tracks. Amazingly, after 500 arrests and hundreds of millions of video views, men continue to try to meet children online. So his mission continues.</p>",TruBlu,https://www.watchtrublu.com/browse,,,428858.0,tt23986250,1739017475
66469,https://www.tvmaze.com/shows/66469/30-minuter,30 Minuter,Talk Show,Swedish,,Running,,29.0,2021-09-08,,https://www.svtplay.se/30-minuter,19:30,['Thursday'],,2,<p>Interview program where Anders Holmberg seeks answers and goes in depth with a current holder of power.</p>,SVT Play,https://www.svtplay.se/,,,446011.0,tt15409168,1738426470
73846,https://www.tvmaze.com/shows/73846/natalnaa-karta,Натальная карта,Talk Show,Russian,,Running,,111.0,2023-05-17,,https://vk.com/video/playlist/-211232966_15,,,,48,"<p>A show in which the hosts analyze the guest's natal chart. Olesya strongly believes in it, and Dima strongly doubts it. The guest decides who is right.</p>",VK Видео,https://vkvideo.ru/,,,,,1738919334
71605,https://www.tvmaze.com/shows/71605/ltns,LTNS,Scripted,Korean,"['Drama', 'Comedy']",Ended,,57.0,2024-01-19,2024-02-01,https://www.tving.com/contents/P001751069,,"['Thursday', 'Friday']",,31,"<p>Woo-Jin is married to Samuel. They've been married for 5 years and do not have a child. Woo-Jin is goal-oriented and aggressive when it comes to achieving her goal. She is also tenderhearted at other times. She works as a receptionist at a 3 star hotel that pays a modest wage. One day, Woo-Jin happens to learn a secret about a couple who she is friends with. Meanwhile, Samuel has a mild mannered appearance, but he has rage burning deep in his mind. He graduated from a prestigious university and worked for a big company. He suffered mentally working there and quit his job. He now works as a taxi driver. Samuel teams up with Woo-Jin and they secretly follow a couple involved in an affair. They then blackmail them to make money. Doing that, Woo-Jin and Samuel face their own relationship as a couple.</p>",TVING,https://www.tving.com/onboarding,,,432112.0,tt29667906,1709936937
74056,https://www.tvmaze.com/shows/74056/the-love-of-the-immortal,The Love of the Immortal,Scripted,Chinese,"['Drama', 'Fantasy', 'Romance']",Ended,,15.0,2024-01-19,2024-01-29,https://v.qq.com/x/cover/mzc00200q4i435p.html,12:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']",,7,"<p>In ancient times, Divine Lord destroyed Devil Lord at the cost of his entire cultivation. Before closing himself in the door to recover, he reincarnated a wisp of his incarnation into a human called Mu Han who had no idea about everything. When Mu Han cultivated in Jiuzhongshan, he met the daughter of the devil clan, Xuan Li, who had the primary evil power in her body. The two had feelings in the process of common cultivation, and they confessed the love to each other.</p>",Tencent QQ,https://v.qq.com/,,,444725.0,,1707727187
77118,https://www.tvmaze.com/shows/77118/badi-heroine-banti-hai,Badi Heroine Banti Hai,Scripted,Hindi,,To Be Determined,,,2024-01-19,,https://www.amazon.in/minitv/tp/amzn1.dv.gti.7df9d9b6-a068-4eb1-bb6a-250b67fe29c7,,,,1,<p>Advait and Kajal meet at his fashion house. Attraction and hate lead to drama as intern and boss become fake fiances to save his empire.</p>,Amazon miniTV,https://www.amazon.in/minitv,,,445156.0,,1715949671
74039,https://www.tvmaze.com/shows/74039/kurtulus-lisesi,Kurtuluş Lisesi,Scripted,Turkish,,Running,,,2024-01-19,,,,['Friday'],,7,<p>A group of high school students are stranded in a deserted forest after a bus accident while they were on a camping trip. Five young people who survived the accident struggle to survive while confronting the dark aspects within themselves.</p>,GAIN,,,,446981.0,tt30825199,1720946034
74073,https://www.tvmaze.com/shows/74073/oderbruch,Oderbruch,Scripted,German,"['Thriller', 'Mystery', 'Supernatural']",Ended,,53.0,2024-01-19,2024-01-19,https://www.ardmediathek.de/serie/oderbruch/staffel-1/Y3JpZDovL2Rhc2Vyc3RlLmRlL29kZXJicnVjaA/1,,,,36,"<p>The sinister discovery of numerous murder victims shocks the Oderbruch region. The serial murder case brings Detective Roland Voit to his hometown to work with Polish police officer Stanislaw Zajak. Voit's former colleague and childhood sweetheart, Maggie Kring, is also called in to join the police investigation when her family comes under immediate suspicion. In their investigation, Maggie and Voit delve deep into their own past to finally uncover the true circumstances of the death of Maggie's brother and the sinister truth of this case, which lies beyond human imagination.</p>",ARD Mediathek,,,,443265.0,tt15557828,1706699389
42213,https://www.tvmaze.com/shows/42213/chad,Chad,Scripted,English,['Comedy'],Ended,30.0,25.0,2021-04-06,2024-01-19,https://therokuchannel.roku.com/details/c0dbc7d286f057aca2aaf9ce43087591/chad,,['Tuesday'],2.1,48,"<p>Chad, a 14-year-old Persian boy, navigates his first year of high school on a mission to become popular. Chad's friendships and sanity are pushed to the limits as he uses every tactic at his disposal to befriend the cool kids, while enduring his mother's new dating life and reconciling with his cultural identity.</p>",The Roku Channel,https://therokuchannel.roku.com,,,364147.0,tt10338160,1715163295
43094,https://www.tvmaze.com/shows/43094/hazbin-hotel,Hazbin Hotel,Animation,English,"['Comedy', 'Fantasy', 'Horror']",Running,,25.0,2019-10-28,,https://www.primevideo.com/detail/0HZWTBZYQQXYW48YBANMDM2MZE/,,['Friday'],6.5,93,"<p>The series focuses on Charlie, the princess of Hell, and her quest to open a hotel for rehabilitating demons. Hell suffers from overpopulation and Heaven solves the problem by routinely exterminating demons yearly. Charlie, who has grown up in Hell, wants to find an alternate solution to the mass slaughter. She opens the Happy Hotel which aims at teaching demons and sinners to become better people. There is substantial resistance, though, and Charlie and her friends must work together to keep the hotel running.</p>",Prime Video,https://www.primevideo.com,,,358805.0,tt7216636,1717281090
61474,https://www.tvmaze.com/shows/61474/love-on-the-spectrum-us,Love on the Spectrum U.S.,Reality,English,['Romance'],To Be Determined,,42.0,2022-05-18,,https://www.netflix.com/title/81338328,,,6.5,44,"<p><b>Love on the Spectrum </b>is an insightful andwarm-hearted docu-reality series following people on the autism spectrum as they navigate the world of dating and relationships.  Following the success of the multi award winning Australian series, this US based series tells the stories of a unique and diverse cast of characters searching for something we all hope to find, love.</p>",Netflix,https://www.netflix.com/,,,419263.0,tt19037550,1721921255
62616,https://www.tvmaze.com/shows/62616/zorro,Zorro,Scripted,Spanish,"['Action', 'Adventure']",To Be Determined,,48.0,2024-01-19,,https://www.amazon.com/Zorro/dp/B0CLYSKR87,,,6.1,93,"<p>Diego de la Vega returns to California to avenge his father's murder. After assuming the title of Zorro, he initiates his struggle against Nah-Lin, a Native American who he believes has stolen his inheritance. Diego will confront the Governor, the malevolent leader of the Chinese community and a secret society, placing the common good above all. In doing so, he will sacrifice his love for Lola.</p>",Prime Video,https://www.primevideo.com,,,438603.0,tt20252368,1705679677
64380,https://www.tvmaze.com/shows/64380/whos-talking-to-chris-wallace,Who's Talking to Chris Wallace?,Talk Show,English,,Ended,30.0,30.0,2022-09-23,2024-11-15,https://www.max.com/shows/893c4835-e237-4682-8ec6-6dd047570386,,['Friday'],,36,"<p>Chris Wallace explores his wide range of interests across the spectrum of news, sports, entertainment, art, and culture - having candid conversations with a rich variety of guests.</p>",Max,https://www.max.com/,,,418219.0,tt19316410,1735355783
64736,https://www.tvmaze.com/shows/64736/the-bequeathed,The Bequeathed,Scripted,Korean,"['Crime', 'Mystery']",Ended,,47.0,2024-01-19,2024-01-19,https://www.netflix.com/title/81608592,,,5.2,45,"<p>After the death of an unknown uncle, a woman inherits a burial ground and finds herself in the center of a string of murders and dark secrets.</p>",Netflix,https://www.netflix.com/,,,424841.0,tt28225048,1712352341
